gene,score
ORTHOMCL14984,FALSE
ORTHOMCL14986,FALSE
ORTHOMCL14988,TRUE
ORTHOMCL14989,FALSE
ORTHOMCL14990,FALSE
ORTHOMCL14991,FALSE
ORTHOMCL14992,FALSE
ORTHOMCL14994,TRUE
ORTHOMCL14995,FALSE
ORTHOMCL14998,NA
ORTHOMCL14999,FALSE
ORTHOMCL1500,FALSE
ORTHOMCL15000,FALSE
ORTHOMCL15002,FALSE
ORTHOMCL15005,FALSE
ORTHOMCL15006,FALSE
ORTHOMCL15007,FALSE
ORTHOMCL15008,FALSE
ORTHOMCL1501,FALSE
ORTHOMCL15010,FALSE
ORTHOMCL15011,FALSE
ORTHOMCL15014,TRUE
ORTHOMCL15015,FALSE
ORTHOMCL15016,FALSE
ORTHOMCL15017,FALSE
ORTHOMCL15019,FALSE
ORTHOMCL15020,TRUE
ORTHOMCL15021,FALSE
ORTHOMCL15024,FALSE
ORTHOMCL15033,FALSE
ORTHOMCL15034,FALSE
ORTHOMCL15035,FALSE
ORTHOMCL15038,FALSE
ORTHOMCL15039,TRUE
ORTHOMCL1504,FALSE
ORTHOMCL15040,FALSE
ORTHOMCL15041,FALSE
ORTHOMCL15043,FALSE
ORTHOMCL15044,FALSE
ORTHOMCL15045,TRUE
ORTHOMCL15046,FALSE
ORTHOMCL15048,FALSE
ORTHOMCL15049,FALSE
ORTHOMCL15050,FALSE
ORTHOMCL15051,FALSE
ORTHOMCL15052,FALSE
ORTHOMCL15054,FALSE
ORTHOMCL15056,FALSE
ORTHOMCL15057,FALSE
ORTHOMCL15058,FALSE
ORTHOMCL15060,FALSE
ORTHOMCL15061,FALSE
ORTHOMCL15063,FALSE
ORTHOMCL15064,FALSE
ORTHOMCL15065,FALSE
ORTHOMCL15066,FALSE
ORTHOMCL15067,FALSE
ORTHOMCL15068,FALSE
ORTHOMCL15069,FALSE
ORTHOMCL15070,FALSE
ORTHOMCL15072,FALSE
ORTHOMCL15074,FALSE
ORTHOMCL15077,FALSE
ORTHOMCL15079,FALSE
ORTHOMCL15081,FALSE
ORTHOMCL15083,FALSE
ORTHOMCL15086,FALSE
ORTHOMCL15087,FALSE
ORTHOMCL15088,FALSE
ORTHOMCL15089,FALSE
ORTHOMCL1509,FALSE
ORTHOMCL15091,TRUE
ORTHOMCL15093,FALSE
ORTHOMCL15094,FALSE
ORTHOMCL15095,FALSE
ORTHOMCL15096,FALSE
ORTHOMCL15097,FALSE
ORTHOMCL1510,FALSE
ORTHOMCL15101,FALSE
ORTHOMCL15107,FALSE
ORTHOMCL15109,TRUE
ORTHOMCL15110,FALSE
ORTHOMCL15111,FALSE
ORTHOMCL15115,FALSE
ORTHOMCL15120,FALSE
ORTHOMCL15124,FALSE
ORTHOMCL15126,FALSE
ORTHOMCL15128,FALSE
ORTHOMCL15130,FALSE
ORTHOMCL15132,FALSE
ORTHOMCL15134,NA
ORTHOMCL15139,FALSE
ORTHOMCL1514,FALSE
ORTHOMCL15141,FALSE
ORTHOMCL15142,FALSE
ORTHOMCL15144,TRUE
ORTHOMCL15146,NA
ORTHOMCL15147,FALSE
ORTHOMCL15149,FALSE
ORTHOMCL1515,FALSE
ORTHOMCL15151,FALSE
ORTHOMCL15156,FALSE
ORTHOMCL15157,FALSE
ORTHOMCL15158,FALSE
ORTHOMCL15161,FALSE
ORTHOMCL15162,FALSE
ORTHOMCL15164,FALSE
ORTHOMCL15165,FALSE
ORTHOMCL15167,FALSE
ORTHOMCL15168,FALSE
ORTHOMCL1517,FALSE
ORTHOMCL15170,FALSE
ORTHOMCL15174,FALSE
ORTHOMCL15175,FALSE
ORTHOMCL15176,FALSE
ORTHOMCL15179,FALSE
ORTHOMCL15181,FALSE
ORTHOMCL15182,FALSE
ORTHOMCL15183,FALSE
ORTHOMCL15184,FALSE
ORTHOMCL15186,FALSE
ORTHOMCL15187,FALSE
ORTHOMCL15192,FALSE
ORTHOMCL15195,FALSE
ORTHOMCL15196,FALSE
ORTHOMCL15197,FALSE
ORTHOMCL15199,FALSE
ORTHOMCL1520,FALSE
ORTHOMCL15200,FALSE
ORTHOMCL15203,FALSE
ORTHOMCL15207,FALSE
ORTHOMCL15209,FALSE
ORTHOMCL15210,FALSE
ORTHOMCL15213,FALSE
ORTHOMCL15214,FALSE
ORTHOMCL15216,FALSE
ORTHOMCL15219,FALSE
ORTHOMCL15221,FALSE
ORTHOMCL15222,FALSE
ORTHOMCL15223,FALSE
ORTHOMCL15226,FALSE
ORTHOMCL15227,FALSE
ORTHOMCL15229,FALSE
ORTHOMCL1523,FALSE
ORTHOMCL15230,FALSE
ORTHOMCL15232,TRUE
ORTHOMCL15233,FALSE
ORTHOMCL15234,FALSE
ORTHOMCL15235,FALSE
ORTHOMCL15237,FALSE
ORTHOMCL15240,FALSE
ORTHOMCL15242,FALSE
ORTHOMCL15243,FALSE
ORTHOMCL15246,FALSE
ORTHOMCL15251,FALSE
ORTHOMCL15252,FALSE
ORTHOMCL15253,FALSE
ORTHOMCL15254,FALSE
ORTHOMCL15255,FALSE
ORTHOMCL15258,FALSE
ORTHOMCL15259,FALSE
ORTHOMCL15260,FALSE
ORTHOMCL15261,FALSE
ORTHOMCL15263,FALSE
ORTHOMCL15265,FALSE
ORTHOMCL15266,FALSE
ORTHOMCL15267,FALSE
ORTHOMCL15269,TRUE
ORTHOMCL15270,FALSE
ORTHOMCL15271,TRUE
ORTHOMCL15275,FALSE
ORTHOMCL15277,FALSE
ORTHOMCL15279,FALSE
ORTHOMCL15280,TRUE
ORTHOMCL15281,FALSE
ORTHOMCL15282,FALSE
ORTHOMCL15283,FALSE
ORTHOMCL15286,FALSE
ORTHOMCL15288,FALSE
ORTHOMCL15291,FALSE
ORTHOMCL15292,TRUE
ORTHOMCL15294,FALSE
ORTHOMCL15295,FALSE
ORTHOMCL15296,FALSE
ORTHOMCL15298,FALSE
ORTHOMCL15299,FALSE
ORTHOMCL1530,FALSE
ORTHOMCL15300,FALSE
ORTHOMCL15303,FALSE
ORTHOMCL15304,NA
ORTHOMCL15308,FALSE
ORTHOMCL15309,FALSE
ORTHOMCL1531,FALSE
ORTHOMCL15310,FALSE
ORTHOMCL15311,FALSE
ORTHOMCL15313,FALSE
ORTHOMCL15315,FALSE
ORTHOMCL15317,NA
ORTHOMCL15319,TRUE
ORTHOMCL15320,FALSE
ORTHOMCL15321,FALSE
ORTHOMCL15322,FALSE
ORTHOMCL15323,FALSE
ORTHOMCL15329,FALSE
ORTHOMCL1533,FALSE
ORTHOMCL15330,TRUE
ORTHOMCL15331,FALSE
ORTHOMCL15332,FALSE
ORTHOMCL15333,FALSE
ORTHOMCL15334,FALSE
ORTHOMCL15338,FALSE
ORTHOMCL15340,FALSE
ORTHOMCL15343,FALSE
ORTHOMCL15344,FALSE
ORTHOMCL15346,FALSE
ORTHOMCL15348,FALSE
ORTHOMCL15349,FALSE
ORTHOMCL15350,FALSE
ORTHOMCL15352,FALSE
ORTHOMCL15353,FALSE
ORTHOMCL15355,FALSE
ORTHOMCL15357,FALSE
ORTHOMCL15358,FALSE
ORTHOMCL15360,FALSE
ORTHOMCL15361,FALSE
ORTHOMCL15365,FALSE
ORTHOMCL15367,FALSE
ORTHOMCL15368,FALSE
ORTHOMCL15369,FALSE
ORTHOMCL15372,FALSE
ORTHOMCL15375,FALSE
ORTHOMCL15378,FALSE
ORTHOMCL15381,FALSE
ORTHOMCL15382,FALSE
ORTHOMCL15383,FALSE
ORTHOMCL15384,FALSE
ORTHOMCL15385,FALSE
ORTHOMCL15386,FALSE
ORTHOMCL15387,FALSE
ORTHOMCL15388,FALSE
ORTHOMCL15389,FALSE
ORTHOMCL15391,FALSE
ORTHOMCL15394,FALSE
ORTHOMCL15395,FALSE
ORTHOMCL15397,FALSE
ORTHOMCL15399,TRUE
ORTHOMCL1540,FALSE
ORTHOMCL15400,FALSE
ORTHOMCL15401,FALSE
ORTHOMCL15403,FALSE
ORTHOMCL15404,FALSE
ORTHOMCL15407,TRUE
ORTHOMCL15409,FALSE
ORTHOMCL1541,FALSE
ORTHOMCL15412,FALSE
ORTHOMCL15415,FALSE
ORTHOMCL15416,FALSE
ORTHOMCL15417,FALSE
ORTHOMCL15418,FALSE
ORTHOMCL15419,FALSE
ORTHOMCL1542,FALSE
ORTHOMCL15422,FALSE
ORTHOMCL15423,FALSE
ORTHOMCL15424,FALSE
ORTHOMCL15425,FALSE
ORTHOMCL15426,FALSE
ORTHOMCL15427,FALSE
ORTHOMCL15428,FALSE
ORTHOMCL15429,FALSE
ORTHOMCL1543,FALSE
ORTHOMCL15431,FALSE
ORTHOMCL15432,FALSE
ORTHOMCL15434,FALSE
ORTHOMCL15435,FALSE
ORTHOMCL15437,FALSE
ORTHOMCL15438,NA
ORTHOMCL15439,FALSE
ORTHOMCL15441,FALSE
ORTHOMCL15443,FALSE
ORTHOMCL15446,FALSE
ORTHOMCL15447,FALSE
ORTHOMCL15448,FALSE
ORTHOMCL15452,FALSE
ORTHOMCL15453,FALSE
ORTHOMCL15456,FALSE
ORTHOMCL15457,FALSE
ORTHOMCL15459,FALSE
ORTHOMCL1546,FALSE
ORTHOMCL15462,FALSE
ORTHOMCL15466,FALSE
ORTHOMCL15467,FALSE
ORTHOMCL15468,FALSE
ORTHOMCL15469,FALSE
ORTHOMCL15472,FALSE
ORTHOMCL15473,FALSE
ORTHOMCL15474,FALSE
ORTHOMCL15475,FALSE
ORTHOMCL15476,FALSE
ORTHOMCL15478,FALSE
ORTHOMCL15479,FALSE
ORTHOMCL15481,FALSE
ORTHOMCL15482,FALSE
ORTHOMCL15484,FALSE
ORTHOMCL15485,FALSE
ORTHOMCL15486,FALSE
ORTHOMCL15487,FALSE
ORTHOMCL1549,FALSE
ORTHOMCL15490,FALSE
ORTHOMCL15491,TRUE
ORTHOMCL15493,FALSE
ORTHOMCL15494,FALSE
ORTHOMCL15495,TRUE
ORTHOMCL15496,FALSE
ORTHOMCL15499,FALSE
ORTHOMCL15500,FALSE
ORTHOMCL15502,TRUE
ORTHOMCL15503,FALSE
ORTHOMCL15504,FALSE
ORTHOMCL15505,FALSE
ORTHOMCL15506,FALSE
ORTHOMCL15507,FALSE
ORTHOMCL15508,FALSE
ORTHOMCL15510,FALSE
ORTHOMCL15511,TRUE
ORTHOMCL15512,FALSE
ORTHOMCL15513,FALSE
ORTHOMCL15514,FALSE
ORTHOMCL15515,FALSE
ORTHOMCL15519,FALSE
ORTHOMCL15520,FALSE
ORTHOMCL15521,FALSE
ORTHOMCL15522,FALSE
ORTHOMCL15523,FALSE
ORTHOMCL15525,FALSE
ORTHOMCL15526,FALSE
ORTHOMCL15528,TRUE
ORTHOMCL1553,FALSE
ORTHOMCL15530,FALSE
ORTHOMCL15532,FALSE
ORTHOMCL15533,FALSE
ORTHOMCL15534,FALSE
ORTHOMCL15535,FALSE
ORTHOMCL15536,FALSE
ORTHOMCL15537,FALSE
ORTHOMCL1554,FALSE
ORTHOMCL15540,FALSE
ORTHOMCL15541,FALSE
ORTHOMCL15544,FALSE
ORTHOMCL15545,TRUE
ORTHOMCL15546,FALSE
ORTHOMCL15548,FALSE
ORTHOMCL15549,FALSE
ORTHOMCL15550,FALSE
ORTHOMCL15551,FALSE
ORTHOMCL15552,FALSE
ORTHOMCL15553,FALSE
ORTHOMCL15554,FALSE
ORTHOMCL15556,FALSE
ORTHOMCL15557,FALSE
ORTHOMCL15558,FALSE
ORTHOMCL15559,FALSE
ORTHOMCL15560,FALSE
ORTHOMCL15562,FALSE
ORTHOMCL15563,FALSE
ORTHOMCL15564,FALSE
ORTHOMCL15565,FALSE
ORTHOMCL15566,FALSE
ORTHOMCL15567,FALSE
ORTHOMCL15568,FALSE
ORTHOMCL15569,TRUE
ORTHOMCL15570,FALSE
ORTHOMCL15573,FALSE
ORTHOMCL15576,FALSE
ORTHOMCL15577,FALSE
ORTHOMCL15578,FALSE
ORTHOMCL15580,FALSE
ORTHOMCL15585,FALSE
ORTHOMCL15587,FALSE
ORTHOMCL15589,FALSE
ORTHOMCL1559,FALSE
ORTHOMCL15591,FALSE
ORTHOMCL15592,FALSE
ORTHOMCL15594,FALSE
ORTHOMCL15597,FALSE
ORTHOMCL15598,FALSE
ORTHOMCL1560,FALSE
ORTHOMCL15602,FALSE
ORTHOMCL15603,FALSE
ORTHOMCL15604,FALSE
ORTHOMCL15607,FALSE
ORTHOMCL15608,FALSE
ORTHOMCL15609,FALSE
ORTHOMCL1561,FALSE
ORTHOMCL15610,FALSE
ORTHOMCL15613,FALSE
ORTHOMCL15614,FALSE
ORTHOMCL15615,FALSE
ORTHOMCL15616,FALSE
ORTHOMCL15617,TRUE
ORTHOMCL15618,FALSE
ORTHOMCL15621,FALSE
ORTHOMCL15622,FALSE
ORTHOMCL15624,FALSE
ORTHOMCL15625,FALSE
ORTHOMCL15626,FALSE
ORTHOMCL15627,FALSE
ORTHOMCL15628,FALSE
ORTHOMCL15630,FALSE
ORTHOMCL15631,FALSE
ORTHOMCL15632,FALSE
ORTHOMCL15636,FALSE
ORTHOMCL15637,FALSE
ORTHOMCL1564,FALSE
ORTHOMCL15642,FALSE
ORTHOMCL15644,FALSE
ORTHOMCL15649,FALSE
ORTHOMCL15650,TRUE
ORTHOMCL15652,FALSE
ORTHOMCL15659,FALSE
ORTHOMCL1566,FALSE
ORTHOMCL15660,FALSE
ORTHOMCL15663,FALSE
ORTHOMCL15664,FALSE
ORTHOMCL15667,FALSE
ORTHOMCL15668,TRUE
ORTHOMCL15669,FALSE
ORTHOMCL15670,FALSE
ORTHOMCL15671,FALSE
ORTHOMCL15674,FALSE
ORTHOMCL15675,FALSE
ORTHOMCL15677,FALSE
ORTHOMCL15678,FALSE
ORTHOMCL1568,FALSE
ORTHOMCL15680,FALSE
ORTHOMCL15682,FALSE
ORTHOMCL15684,FALSE
ORTHOMCL15686,FALSE
ORTHOMCL15688,FALSE
ORTHOMCL15694,FALSE
ORTHOMCL15696,FALSE
ORTHOMCL1570,FALSE
ORTHOMCL15701,FALSE
ORTHOMCL15707,TRUE
ORTHOMCL15708,FALSE
ORTHOMCL15712,FALSE
ORTHOMCL15720,NA
ORTHOMCL15723,FALSE
ORTHOMCL15724,FALSE
ORTHOMCL15727,FALSE
ORTHOMCL15728,FALSE
ORTHOMCL15730,FALSE
ORTHOMCL15731,FALSE
ORTHOMCL15732,NA
ORTHOMCL15733,FALSE
ORTHOMCL15735,FALSE
ORTHOMCL15736,NA
ORTHOMCL15739,FALSE
ORTHOMCL1574,FALSE
ORTHOMCL15740,TRUE
ORTHOMCL15741,FALSE
ORTHOMCL15742,FALSE
ORTHOMCL15748,FALSE
ORTHOMCL15749,FALSE
ORTHOMCL15750,FALSE
ORTHOMCL15751,TRUE
ORTHOMCL15752,FALSE
ORTHOMCL15753,FALSE
ORTHOMCL15754,FALSE
ORTHOMCL15763,FALSE
ORTHOMCL15764,FALSE
ORTHOMCL15765,FALSE
ORTHOMCL15769,FALSE
ORTHOMCL15770,TRUE
ORTHOMCL15772,FALSE
ORTHOMCL15773,FALSE
ORTHOMCL15776,FALSE
ORTHOMCL15777,FALSE
ORTHOMCL1578,FALSE
ORTHOMCL15782,FALSE
ORTHOMCL15783,FALSE
ORTHOMCL15787,FALSE
ORTHOMCL15788,FALSE
ORTHOMCL1579,FALSE
ORTHOMCL15797,FALSE
ORTHOMCL15799,FALSE
ORTHOMCL15800,FALSE
ORTHOMCL15801,FALSE
ORTHOMCL15802,FALSE
ORTHOMCL15807,FALSE
ORTHOMCL15808,FALSE
ORTHOMCL15809,FALSE
ORTHOMCL15812,FALSE
ORTHOMCL15814,NA
ORTHOMCL15815,FALSE
ORTHOMCL15816,FALSE
ORTHOMCL15820,FALSE
ORTHOMCL15821,FALSE
ORTHOMCL15823,FALSE
ORTHOMCL15825,FALSE
ORTHOMCL15828,FALSE
ORTHOMCL1583,FALSE
ORTHOMCL15830,FALSE
ORTHOMCL15831,FALSE
ORTHOMCL15832,NA
ORTHOMCL15833,FALSE
ORTHOMCL15834,FALSE
ORTHOMCL15835,FALSE
ORTHOMCL15839,FALSE
ORTHOMCL15845,FALSE
ORTHOMCL15850,FALSE
ORTHOMCL15852,FALSE
ORTHOMCL15854,FALSE
ORTHOMCL15855,FALSE
ORTHOMCL15857,FALSE
ORTHOMCL15860,FALSE
ORTHOMCL15862,FALSE
ORTHOMCL15863,FALSE
ORTHOMCL15864,FALSE
ORTHOMCL15867,FALSE
ORTHOMCL15868,FALSE
ORTHOMCL15870,FALSE
ORTHOMCL15871,FALSE
ORTHOMCL15877,FALSE
ORTHOMCL15880,FALSE
ORTHOMCL15883,FALSE
ORTHOMCL15885,FALSE
ORTHOMCL15888,FALSE
ORTHOMCL15890,FALSE
ORTHOMCL15892,FALSE
ORTHOMCL15897,FALSE
ORTHOMCL15898,FALSE
ORTHOMCL15901,FALSE
ORTHOMCL15904,FALSE
ORTHOMCL15905,FALSE
ORTHOMCL15906,FALSE
ORTHOMCL15908,FALSE
ORTHOMCL15911,NA
ORTHOMCL15912,TRUE
ORTHOMCL15916,FALSE
ORTHOMCL15918,FALSE
ORTHOMCL15919,FALSE
ORTHOMCL15920,FALSE
ORTHOMCL15921,FALSE
ORTHOMCL15922,TRUE
ORTHOMCL15925,FALSE
ORTHOMCL15926,FALSE
ORTHOMCL15927,FALSE
ORTHOMCL15928,FALSE
ORTHOMCL15929,FALSE
ORTHOMCL15931,TRUE
ORTHOMCL15933,FALSE
ORTHOMCL15935,FALSE
ORTHOMCL15942,TRUE
ORTHOMCL15948,FALSE
ORTHOMCL15952,FALSE
ORTHOMCL15955,FALSE
ORTHOMCL15957,NA
ORTHOMCL15959,TRUE
ORTHOMCL1596,FALSE
ORTHOMCL15962,FALSE
ORTHOMCL15965,FALSE
ORTHOMCL15967,FALSE
ORTHOMCL15968,FALSE
ORTHOMCL1597,FALSE
ORTHOMCL15970,FALSE
ORTHOMCL15972,FALSE
ORTHOMCL15974,FALSE
ORTHOMCL15978,FALSE
ORTHOMCL15981,FALSE
ORTHOMCL15984,FALSE
ORTHOMCL15985,FALSE
ORTHOMCL15988,FALSE
ORTHOMCL1599,TRUE
ORTHOMCL15990,FALSE
ORTHOMCL15992,FALSE
ORTHOMCL15996,FALSE
ORTHOMCL15997,FALSE
ORTHOMCL16000,FALSE
ORTHOMCL16005,FALSE
ORTHOMCL16006,FALSE
ORTHOMCL16009,FALSE
ORTHOMCL16010,FALSE
ORTHOMCL16016,FALSE
ORTHOMCL16019,FALSE
ORTHOMCL1602,FALSE
ORTHOMCL16021,FALSE
ORTHOMCL16023,FALSE
ORTHOMCL1603,FALSE
ORTHOMCL16032,FALSE
ORTHOMCL16033,FALSE
ORTHOMCL16034,FALSE
ORTHOMCL16042,TRUE
ORTHOMCL16043,FALSE
ORTHOMCL16044,FALSE
ORTHOMCL16048,FALSE
ORTHOMCL1605,FALSE
ORTHOMCL16051,FALSE
ORTHOMCL16058,FALSE
ORTHOMCL1606,FALSE
ORTHOMCL16062,FALSE
ORTHOMCL16063,FALSE
ORTHOMCL16074,FALSE
ORTHOMCL16075,FALSE
ORTHOMCL16076,FALSE
ORTHOMCL16078,FALSE
ORTHOMCL16079,FALSE
ORTHOMCL16083,FALSE
ORTHOMCL16086,FALSE
ORTHOMCL16088,FALSE
ORTHOMCL16094,FALSE
ORTHOMCL16096,FALSE
ORTHOMCL16101,FALSE
ORTHOMCL16102,FALSE
ORTHOMCL16103,FALSE
ORTHOMCL16104,TRUE
ORTHOMCL16107,FALSE
ORTHOMCL16108,FALSE
ORTHOMCL16109,FALSE
ORTHOMCL16110,FALSE
ORTHOMCL16113,FALSE
ORTHOMCL16117,FALSE
ORTHOMCL16118,FALSE
ORTHOMCL16120,FALSE
ORTHOMCL16121,FALSE
ORTHOMCL16124,FALSE
ORTHOMCL16125,FALSE
ORTHOMCL16126,FALSE
ORTHOMCL16127,FALSE
ORTHOMCL16131,FALSE
ORTHOMCL16132,FALSE
ORTHOMCL16135,FALSE
ORTHOMCL16139,FALSE
ORTHOMCL16142,FALSE
ORTHOMCL16143,FALSE
ORTHOMCL16144,FALSE
ORTHOMCL16145,FALSE
ORTHOMCL16146,FALSE
ORTHOMCL16149,FALSE
ORTHOMCL16150,FALSE
ORTHOMCL16154,FALSE
ORTHOMCL16158,FALSE
ORTHOMCL16159,FALSE
ORTHOMCL16160,FALSE
ORTHOMCL16161,FALSE
ORTHOMCL16164,FALSE
ORTHOMCL16166,FALSE
ORTHOMCL16167,FALSE
ORTHOMCL16168,FALSE
ORTHOMCL16169,FALSE
ORTHOMCL16176,FALSE
ORTHOMCL16177,FALSE
ORTHOMCL1618,FALSE
ORTHOMCL16180,FALSE
ORTHOMCL16181,FALSE
ORTHOMCL16182,FALSE
ORTHOMCL16183,FALSE
ORTHOMCL16184,FALSE
ORTHOMCL16190,FALSE
ORTHOMCL16191,FALSE
ORTHOMCL16192,FALSE
ORTHOMCL16196,FALSE
ORTHOMCL16198,FALSE
ORTHOMCL16200,FALSE
ORTHOMCL16201,FALSE
ORTHOMCL16202,FALSE
ORTHOMCL16207,FALSE
ORTHOMCL16210,FALSE
ORTHOMCL16212,FALSE
ORTHOMCL16215,FALSE
ORTHOMCL16219,FALSE
ORTHOMCL16221,FALSE
ORTHOMCL16222,FALSE
ORTHOMCL16224,FALSE
ORTHOMCL16226,FALSE
ORTHOMCL16229,FALSE
ORTHOMCL16230,FALSE
ORTHOMCL16234,FALSE
ORTHOMCL16236,FALSE
ORTHOMCL16237,FALSE
ORTHOMCL16240,FALSE
ORTHOMCL16241,FALSE
ORTHOMCL16246,FALSE
ORTHOMCL16247,NA
ORTHOMCL16249,FALSE
ORTHOMCL16250,FALSE
ORTHOMCL16252,FALSE
ORTHOMCL16253,FALSE
ORTHOMCL16257,FALSE
ORTHOMCL16261,FALSE
ORTHOMCL16263,FALSE
ORTHOMCL16265,FALSE
ORTHOMCL16267,FALSE
ORTHOMCL16269,FALSE
ORTHOMCL16272,FALSE
ORTHOMCL16273,FALSE
ORTHOMCL16275,FALSE
ORTHOMCL16278,FALSE
ORTHOMCL16279,FALSE
ORTHOMCL16280,TRUE
ORTHOMCL16283,FALSE
ORTHOMCL16284,FALSE
ORTHOMCL16286,FALSE
ORTHOMCL16287,FALSE
ORTHOMCL16288,FALSE
ORTHOMCL16290,FALSE
ORTHOMCL16295,FALSE
ORTHOMCL16296,FALSE
ORTHOMCL16300,FALSE
ORTHOMCL16301,FALSE
ORTHOMCL16304,FALSE
ORTHOMCL16305,FALSE
ORTHOMCL16306,FALSE
ORTHOMCL16307,FALSE
ORTHOMCL16312,FALSE
ORTHOMCL16314,FALSE
ORTHOMCL16317,FALSE
ORTHOMCL16319,FALSE
ORTHOMCL16322,FALSE
ORTHOMCL16323,FALSE
ORTHOMCL16325,FALSE
ORTHOMCL16326,FALSE
ORTHOMCL16328,FALSE
ORTHOMCL16330,FALSE
ORTHOMCL16331,FALSE
ORTHOMCL16333,FALSE
ORTHOMCL16334,FALSE
ORTHOMCL16337,FALSE
ORTHOMCL16339,FALSE
ORTHOMCL16340,FALSE
ORTHOMCL16341,FALSE
ORTHOMCL16344,FALSE
ORTHOMCL16345,FALSE
ORTHOMCL16347,FALSE
ORTHOMCL16350,FALSE
ORTHOMCL16351,FALSE
ORTHOMCL16355,FALSE
ORTHOMCL16357,FALSE
ORTHOMCL16358,FALSE
ORTHOMCL16359,FALSE
ORTHOMCL16360,FALSE
ORTHOMCL16363,FALSE
ORTHOMCL16365,FALSE
ORTHOMCL16366,FALSE
ORTHOMCL16367,FALSE
ORTHOMCL16368,FALSE
ORTHOMCL16372,FALSE
ORTHOMCL16373,FALSE
ORTHOMCL16374,TRUE
ORTHOMCL16376,FALSE
ORTHOMCL16377,FALSE
ORTHOMCL16378,FALSE
ORTHOMCL16384,FALSE
ORTHOMCL16387,FALSE
ORTHOMCL1639,FALSE
ORTHOMCL16391,FALSE
ORTHOMCL16396,FALSE
ORTHOMCL1640,FALSE
ORTHOMCL16402,FALSE
ORTHOMCL16404,FALSE
ORTHOMCL16405,FALSE
ORTHOMCL16408,FALSE
ORTHOMCL16409,FALSE
ORTHOMCL16412,FALSE
ORTHOMCL16413,FALSE
ORTHOMCL16414,FALSE
ORTHOMCL16415,FALSE
ORTHOMCL16416,FALSE
ORTHOMCL1642,FALSE
ORTHOMCL16421,FALSE
ORTHOMCL16422,FALSE
ORTHOMCL16423,NA
ORTHOMCL16424,FALSE
ORTHOMCL16425,FALSE
ORTHOMCL16430,TRUE
ORTHOMCL16436,FALSE
ORTHOMCL16440,FALSE
ORTHOMCL16443,FALSE
ORTHOMCL16444,FALSE
ORTHOMCL16448,FALSE
ORTHOMCL16449,FALSE
ORTHOMCL1645,FALSE
ORTHOMCL16451,FALSE
ORTHOMCL16455,FALSE
ORTHOMCL16457,FALSE
ORTHOMCL16459,FALSE
ORTHOMCL16463,FALSE
ORTHOMCL16464,FALSE
ORTHOMCL16467,FALSE
ORTHOMCL16468,FALSE
ORTHOMCL16469,FALSE
ORTHOMCL16472,FALSE
ORTHOMCL16478,FALSE
ORTHOMCL16479,FALSE
ORTHOMCL16485,FALSE
ORTHOMCL16486,FALSE
ORTHOMCL16487,FALSE
ORTHOMCL16489,FALSE
ORTHOMCL16493,TRUE
ORTHOMCL16499,FALSE
ORTHOMCL1650,FALSE
ORTHOMCL16502,FALSE
ORTHOMCL16509,FALSE
ORTHOMCL1651,FALSE
ORTHOMCL16511,FALSE
ORTHOMCL16516,TRUE
ORTHOMCL16518,TRUE
ORTHOMCL16526,FALSE
ORTHOMCL16527,TRUE
ORTHOMCL16531,FALSE
ORTHOMCL16532,FALSE
ORTHOMCL16533,FALSE
ORTHOMCL16536,FALSE
ORTHOMCL16537,FALSE
ORTHOMCL16539,FALSE
ORTHOMCL1654,FALSE
ORTHOMCL16541,FALSE
ORTHOMCL16542,FALSE
ORTHOMCL16543,TRUE
ORTHOMCL16546,FALSE
ORTHOMCL16548,FALSE
ORTHOMCL1655,FALSE
ORTHOMCL16550,FALSE
ORTHOMCL16553,FALSE
ORTHOMCL16554,FALSE
ORTHOMCL16557,FALSE
ORTHOMCL16558,FALSE
ORTHOMCL16559,FALSE
ORTHOMCL16561,FALSE
ORTHOMCL16563,FALSE
ORTHOMCL16564,FALSE
ORTHOMCL16566,FALSE
ORTHOMCL16568,FALSE
ORTHOMCL16570,FALSE
ORTHOMCL16573,FALSE
ORTHOMCL16574,FALSE
ORTHOMCL16575,TRUE
ORTHOMCL16576,FALSE
ORTHOMCL16579,FALSE
ORTHOMCL1658,FALSE
ORTHOMCL16581,FALSE
ORTHOMCL16585,FALSE
ORTHOMCL1660,FALSE
ORTHOMCL16601,FALSE
ORTHOMCL16613,FALSE
ORTHOMCL16620,FALSE
ORTHOMCL16623,FALSE
ORTHOMCL16628,FALSE
ORTHOMCL16629,FALSE
ORTHOMCL16630,TRUE
ORTHOMCL16631,FALSE
ORTHOMCL16634,FALSE
ORTHOMCL16636,FALSE
ORTHOMCL1664,FALSE
ORTHOMCL16641,FALSE
ORTHOMCL16642,FALSE
ORTHOMCL16648,FALSE
ORTHOMCL16658,FALSE
ORTHOMCL1666,FALSE
ORTHOMCL16662,FALSE
ORTHOMCL16664,FALSE
ORTHOMCL16665,FALSE
ORTHOMCL16668,FALSE
ORTHOMCL16671,FALSE
ORTHOMCL16674,FALSE
ORTHOMCL16676,FALSE
ORTHOMCL16679,FALSE
ORTHOMCL1668,FALSE
ORTHOMCL16681,FALSE
ORTHOMCL16682,FALSE
ORTHOMCL16683,FALSE
ORTHOMCL16684,FALSE
ORTHOMCL16690,FALSE
ORTHOMCL16691,TRUE
ORTHOMCL16693,FALSE
ORTHOMCL16694,FALSE
ORTHOMCL1670,FALSE
