seq	name.x	term	lev	value	swissProt	name.y	egn	db	description
ORTHOMCL7262	cell-cell junction	GO:0005911	2	1	Q7T3A4	RAB13_DANRE	RAB13	DANRE	RAB13, member RAS oncogene family [Source:ZFIN;Acc:ZDB-GENE-030826-30]
ORTHOMCL8494	cell-cell junction	GO:0005911	2	1	Q01484	ANK2_HUMAN	ANK2	HUMAN	ankyrin 2 [Source:HGNC Symbol;Acc:HGNC:493]
ORTHOMCL8658	cell-cell junction	GO:0005911	2	1	Q14315	FLNC_HUMAN	FLNC	HUMAN	filamin C [Source:HGNC Symbol;Acc:HGNC:3756]
ORTHOMCL9634	cell-cell junction	GO:0005911	2	1	Q13507	TRPC3_HUMAN	TRPC3	HUMAN	transient receptor potential cation channel subfamily C member 3 [Source:HGNC Symbol;Acc:HGNC:12335]
ORTHOMCL9688	cell-cell junction	GO:0005911	2	1	Q14118	DAG1_HUMAN	DAG1	HUMAN	dystroglycan 1 [Source:HGNC Symbol;Acc:HGNC:2666]
ORTHOMCL11015	coated vesicle	GO:0030135	3	1	Q9NXS3	KLH28_HUMAN	KLH28	HUMAN	kelch like family member 28 [Source:HGNC Symbol;Acc:HGNC:19741]
ORTHOMCL12070	coated vesicle	GO:0030135	3	1	P00451	FA8_HUMAN	FA8	HUMAN	coagulation factor VIII [Source:HGNC Symbol;Acc:HGNC:3546]
ORTHOMCL13690	coated vesicle	GO:0030135	3	1	Q6P3S1	DEN1B_HUMAN	DEN1B	HUMAN	DENN domain containing 1B [Source:HGNC Symbol;Acc:HGNC:28404]
ORTHOMCL14614	coated vesicle	GO:0030135	3	1	O57460	TLL1_DANRE	TLL1	DANRE	tolloid-like 1 [Source:ZFIN;Acc:ZDB-GENE-041020-1]
ORTHOMCL1606	coated vesicle	GO:0030135	3	1	Q9UBR2	CATZ_HUMAN	CATZ	HUMAN	cathepsin Z [Source:HGNC Symbol;Acc:HGNC:2547]
ORTHOMCL16531	coated vesicle	GO:0030135	3	1	Q29611	CLN3_CANLF	CLN3	CANLF	none
ORTHOMCL18707	coated vesicle	GO:0030135	3	1	Q05940	VMAT2_HUMAN	VMAT2	HUMAN	solute carrier family 18 member A2 [Source:HGNC Symbol;Acc:HGNC:10935]
ORTHOMCL2452	coated vesicle	GO:0030135	3	1	P58200	VTI1B_RAT	VTI1B	RAT	none
ORTHOMCL5125	coated vesicle	GO:0030135	3	1	P56962	STX17_HUMAN	STX17	HUMAN	syntaxin 17 [Source:HGNC Symbol;Acc:HGNC:11432]
ORTHOMCL5209	coated vesicle	GO:0030135	3	1	Q504M8	RAB26_MOUSE	RAB26	MOUSE	none
ORTHOMCL5636	coated vesicle	GO:0030135	3	1	Q495T6	MMEL1_HUMAN	MMEL1	HUMAN	membrane metalloendopeptidase like 1 [Source:HGNC Symbol;Acc:HGNC:14668]
ORTHOMCL6659	coated vesicle	GO:0030135	3	1	Q96AX1	VP33A_HUMAN	VP33A	HUMAN	VPS33A, CORVET/HOPS core subunit [Source:HGNC Symbol;Acc:HGNC:18179]
ORTHOMCL6750	coated vesicle	GO:0030135	3	1	P18519	TNR16_CHICK	TNR16	CHICK	Tumor necrosis factor receptor superfamily member 16  [Source:UniProtKB/Swiss-Prot;Acc:P18519]
ORTHOMCL7262	coated vesicle	GO:0030135	3	1	Q7T3A4	RAB13_DANRE	RAB13	DANRE	RAB13, member RAS oncogene family [Source:ZFIN;Acc:ZDB-GENE-030826-30]
ORTHOMCL7830	coated vesicle	GO:0030135	3	1	E1BLT8	ZDHC5_BOVIN	ZDHC5	BOVIN	zinc finger DHHC-type containing 5 [Source:VGNC Symbol;Acc:VGNC:37143]
ORTHOMCL8234	coated vesicle	GO:0030135	3	1	P00519	ABL1_HUMAN	ABL1	HUMAN	ABL proto-oncogene 1, non-receptor tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:76]
ORTHOMCL11015	cytoplasmic membrane-bounded vesicle	GO:0016023	2	1	Q9NXS3	KLH28_HUMAN	KLH28	HUMAN	kelch like family member 28 [Source:HGNC Symbol;Acc:HGNC:19741]
ORTHOMCL11624	cytoplasmic membrane-bounded vesicle	GO:0016023	2	1	Q8N3C7	CLIP4_HUMAN	CLIP4	HUMAN	CAP-Gly domain containing linker protein family member 4 [Source:HGNC Symbol;Acc:HGNC:26108]
ORTHOMCL12070	cytoplasmic membrane-bounded vesicle	GO:0016023	2	1	P00451	FA8_HUMAN	FA8	HUMAN	coagulation factor VIII [Source:HGNC Symbol;Acc:HGNC:3546]
ORTHOMCL13690	cytoplasmic membrane-bounded vesicle	GO:0016023	2	1	Q6P3S1	DEN1B_HUMAN	DEN1B	HUMAN	DENN domain containing 1B [Source:HGNC Symbol;Acc:HGNC:28404]
ORTHOMCL14614	cytoplasmic membrane-bounded vesicle	GO:0016023	2	1	O57460	TLL1_DANRE	TLL1	DANRE	tolloid-like 1 [Source:ZFIN;Acc:ZDB-GENE-041020-1]
ORTHOMCL1606	cytoplasmic membrane-bounded vesicle	GO:0016023	2	1	Q9UBR2	CATZ_HUMAN	CATZ	HUMAN	cathepsin Z [Source:HGNC Symbol;Acc:HGNC:2547]
ORTHOMCL16368	cytoplasmic membrane-bounded vesicle	GO:0016023	2	1	P0C5Y8	ALS2_RAT	ALS2	RAT	none
ORTHOMCL16531	cytoplasmic membrane-bounded vesicle	GO:0016023	2	1	Q29611	CLN3_CANLF	CLN3	CANLF	none
ORTHOMCL18707	cytoplasmic membrane-bounded vesicle	GO:0016023	2	1	Q05940	VMAT2_HUMAN	VMAT2	HUMAN	solute carrier family 18 member A2 [Source:HGNC Symbol;Acc:HGNC:10935]
ORTHOMCL2452	cytoplasmic membrane-bounded vesicle	GO:0016023	2	1	P58200	VTI1B_RAT	VTI1B	RAT	none
ORTHOMCL2788	cytoplasmic membrane-bounded vesicle	GO:0016023	2	1	Q99961	SH3G1_HUMAN	SH3G1	HUMAN	SH3 domain containing GRB2 like 1, endophilin A2 [Source:HGNC Symbol;Acc:HGNC:10830]
ORTHOMCL3435	cytoplasmic membrane-bounded vesicle	GO:0016023	2	1	O43896	KIF1C_HUMAN	KIF1C	HUMAN	kinesin family member 1C [Source:HGNC Symbol;Acc:HGNC:6317]
ORTHOMCL4637	cytoplasmic membrane-bounded vesicle	GO:0016023	2	1	P20073	ANXA7_HUMAN	ANXA7	HUMAN	annexin A7 [Source:HGNC Symbol;Acc:HGNC:545]
ORTHOMCL5125	cytoplasmic membrane-bounded vesicle	GO:0016023	2	1	P56962	STX17_HUMAN	STX17	HUMAN	syntaxin 17 [Source:HGNC Symbol;Acc:HGNC:11432]
ORTHOMCL5209	cytoplasmic membrane-bounded vesicle	GO:0016023	2	1	Q504M8	RAB26_MOUSE	RAB26	MOUSE	none
ORTHOMCL5495	cytoplasmic membrane-bounded vesicle	GO:0016023	2	1	Q8N441	FGRL1_HUMAN	FGRL1	HUMAN	fibroblast growth factor receptor like 1 [Source:HGNC Symbol;Acc:HGNC:3693]
ORTHOMCL5598	cytoplasmic membrane-bounded vesicle	GO:0016023	2	1	P51151	RAB9A_HUMAN	RAB9A	HUMAN	RAB9A, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:9792]
ORTHOMCL5636	cytoplasmic membrane-bounded vesicle	GO:0016023	2	1	Q495T6	MMEL1_HUMAN	MMEL1	HUMAN	membrane metalloendopeptidase like 1 [Source:HGNC Symbol;Acc:HGNC:14668]
ORTHOMCL5710	cytoplasmic membrane-bounded vesicle	GO:0016023	2	1	P08133	ANXA6_HUMAN	ANXA6	HUMAN	annexin A6 [Source:HGNC Symbol;Acc:HGNC:544]
ORTHOMCL5964	cytoplasmic membrane-bounded vesicle	GO:0016023	2	1	Q8TDW5	SYTL5_HUMAN	SYTL5	HUMAN	synaptotagmin like 5 [Source:HGNC Symbol;Acc:HGNC:15589]
ORTHOMCL5984	cytoplasmic membrane-bounded vesicle	GO:0016023	2	1	F1RCP1	BECN1_DANRE	BECN1	DANRE	beclin 1, autophagy related [Source:ZFIN;Acc:ZDB-GENE-040426-1666]
ORTHOMCL6140	cytoplasmic membrane-bounded vesicle	GO:0016023	2	1	P46531	NOTC1_HUMAN	NOTC1	HUMAN	notch 1 [Source:HGNC Symbol;Acc:HGNC:7881]
ORTHOMCL6373	cytoplasmic membrane-bounded vesicle	GO:0016023	2	1	Q96L93	KI16B_HUMAN	KI16B	HUMAN	kinesin family member 16B [Source:HGNC Symbol;Acc:HGNC:15869]
ORTHOMCL6448	cytoplasmic membrane-bounded vesicle	GO:0016023	2	1	Q9UDT6	CLIP2_HUMAN	CLIP2	HUMAN	CAP-Gly domain containing linker protein 2 [Source:HGNC Symbol;Acc:HGNC:2586]
ORTHOMCL6604	cytoplasmic membrane-bounded vesicle	GO:0016023	2	1	Q8WUM4	PDC6I_HUMAN	PDC6I	HUMAN	programmed cell death 6 interacting protein [Source:HGNC Symbol;Acc:HGNC:8766]
ORTHOMCL6659	cytoplasmic membrane-bounded vesicle	GO:0016023	2	1	Q96AX1	VP33A_HUMAN	VP33A	HUMAN	VPS33A, CORVET/HOPS core subunit [Source:HGNC Symbol;Acc:HGNC:18179]
ORTHOMCL6750	cytoplasmic membrane-bounded vesicle	GO:0016023	2	1	P18519	TNR16_CHICK	TNR16	CHICK	Tumor necrosis factor receptor superfamily member 16  [Source:UniProtKB/Swiss-Prot;Acc:P18519]
ORTHOMCL7131	cytoplasmic membrane-bounded vesicle	GO:0016023	2	1	Q6H9L7	ISM2_HUMAN	ISM2	HUMAN	isthmin 2 [Source:HGNC Symbol;Acc:HGNC:23176]
ORTHOMCL7262	cytoplasmic membrane-bounded vesicle	GO:0016023	2	1	Q7T3A4	RAB13_DANRE	RAB13	DANRE	RAB13, member RAS oncogene family [Source:ZFIN;Acc:ZDB-GENE-030826-30]
ORTHOMCL7524	cytoplasmic membrane-bounded vesicle	GO:0016023	2	1	O00461	GOLI4_HUMAN	GOLI4	HUMAN	golgi integral membrane protein 4 [Source:HGNC Symbol;Acc:HGNC:15448]
ORTHOMCL7720	cytoplasmic membrane-bounded vesicle	GO:0016023	2	1	O14964	HGS_HUMAN	HGS	HUMAN	hepatocyte growth factor-regulated tyrosine kinase substrate [Source:HGNC Symbol;Acc:HGNC:4897]
ORTHOMCL7830	cytoplasmic membrane-bounded vesicle	GO:0016023	2	1	E1BLT8	ZDHC5_BOVIN	ZDHC5	BOVIN	zinc finger DHHC-type containing 5 [Source:VGNC Symbol;Acc:VGNC:37143]
ORTHOMCL8070	cytoplasmic membrane-bounded vesicle	GO:0016023	2	1	Q54CH1	ADCA_DICDI	ADCA	DICDI	none
ORTHOMCL8234	cytoplasmic membrane-bounded vesicle	GO:0016023	2	1	P00519	ABL1_HUMAN	ABL1	HUMAN	ABL proto-oncogene 1, non-receptor tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:76]
ORTHOMCL8492	cytoplasmic membrane-bounded vesicle	GO:0016023	2	1	P43405	KSYK_HUMAN	KSYK	HUMAN	spleen associated tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:11491]
ORTHOMCL8658	cytoplasmic membrane-bounded vesicle	GO:0016023	2	1	Q14315	FLNC_HUMAN	FLNC	HUMAN	filamin C [Source:HGNC Symbol;Acc:HGNC:3756]
ORTHOMCL10357	cytoplasmic vesicle	GO:0031410	2	1	P42680	TEC_HUMAN	TEC	HUMAN	tec protein tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:11719]
ORTHOMCL11015	cytoplasmic vesicle	GO:0031410	2	1	Q9NXS3	KLH28_HUMAN	KLH28	HUMAN	kelch like family member 28 [Source:HGNC Symbol;Acc:HGNC:19741]
ORTHOMCL11624	cytoplasmic vesicle	GO:0031410	2	1	Q8N3C7	CLIP4_HUMAN	CLIP4	HUMAN	CAP-Gly domain containing linker protein family member 4 [Source:HGNC Symbol;Acc:HGNC:26108]
ORTHOMCL1168	cytoplasmic vesicle	GO:0031410	2	1	Q7T070	RHBG_DANRE	RHBG	DANRE	Rh family, B glycoprotein (gene/pseudogene) [Source:ZFIN;Acc:ZDB-GENE-030131-9542]
ORTHOMCL11790	cytoplasmic vesicle	GO:0031410	2	1	P10586	PTPRF_HUMAN	PTPRF	HUMAN	protein tyrosine phosphatase, receptor type F [Source:HGNC Symbol;Acc:HGNC:9670]
ORTHOMCL12059	cytoplasmic vesicle	GO:0031410	2	1	Q7Z3C6	ATG9A_HUMAN	ATG9A	HUMAN	autophagy related 9A [Source:HGNC Symbol;Acc:HGNC:22408]
ORTHOMCL12070	cytoplasmic vesicle	GO:0031410	2	1	P00451	FA8_HUMAN	FA8	HUMAN	coagulation factor VIII [Source:HGNC Symbol;Acc:HGNC:3546]
ORTHOMCL12483	cytoplasmic vesicle	GO:0031410	2	1	P18433	PTPRA_HUMAN	PTPRA	HUMAN	protein tyrosine phosphatase, receptor type A [Source:HGNC Symbol;Acc:HGNC:9664]
ORTHOMCL13690	cytoplasmic vesicle	GO:0031410	2	1	Q6P3S1	DEN1B_HUMAN	DEN1B	HUMAN	DENN domain containing 1B [Source:HGNC Symbol;Acc:HGNC:28404]
ORTHOMCL14614	cytoplasmic vesicle	GO:0031410	2	1	O57460	TLL1_DANRE	TLL1	DANRE	tolloid-like 1 [Source:ZFIN;Acc:ZDB-GENE-041020-1]
ORTHOMCL1606	cytoplasmic vesicle	GO:0031410	2	1	Q9UBR2	CATZ_HUMAN	CATZ	HUMAN	cathepsin Z [Source:HGNC Symbol;Acc:HGNC:2547]
ORTHOMCL16368	cytoplasmic vesicle	GO:0031410	2	1	P0C5Y8	ALS2_RAT	ALS2	RAT	none
ORTHOMCL16531	cytoplasmic vesicle	GO:0031410	2	1	Q29611	CLN3_CANLF	CLN3	CANLF	none
ORTHOMCL18707	cytoplasmic vesicle	GO:0031410	2	1	Q05940	VMAT2_HUMAN	VMAT2	HUMAN	solute carrier family 18 member A2 [Source:HGNC Symbol;Acc:HGNC:10935]
ORTHOMCL19328	cytoplasmic vesicle	GO:0031410	2	1	Q9UGM3	DMBT1_HUMAN	DMBT1	HUMAN	deleted in malignant brain tumors 1 [Source:HGNC Symbol;Acc:HGNC:2926]
ORTHOMCL2452	cytoplasmic vesicle	GO:0031410	2	1	P58200	VTI1B_RAT	VTI1B	RAT	none
ORTHOMCL2788	cytoplasmic vesicle	GO:0031410	2	1	Q99961	SH3G1_HUMAN	SH3G1	HUMAN	SH3 domain containing GRB2 like 1, endophilin A2 [Source:HGNC Symbol;Acc:HGNC:10830]
ORTHOMCL3153	cytoplasmic vesicle	GO:0031410	2	1	O75340	PDCD6_HUMAN	PDCD6	HUMAN	programmed cell death 6 [Source:HGNC Symbol;Acc:HGNC:8765]
ORTHOMCL3435	cytoplasmic vesicle	GO:0031410	2	1	O43896	KIF1C_HUMAN	KIF1C	HUMAN	kinesin family member 1C [Source:HGNC Symbol;Acc:HGNC:6317]
ORTHOMCL4637	cytoplasmic vesicle	GO:0031410	2	1	P20073	ANXA7_HUMAN	ANXA7	HUMAN	annexin A7 [Source:HGNC Symbol;Acc:HGNC:545]
ORTHOMCL5125	cytoplasmic vesicle	GO:0031410	2	1	P56962	STX17_HUMAN	STX17	HUMAN	syntaxin 17 [Source:HGNC Symbol;Acc:HGNC:11432]
ORTHOMCL5209	cytoplasmic vesicle	GO:0031410	2	1	Q504M8	RAB26_MOUSE	RAB26	MOUSE	none
ORTHOMCL5495	cytoplasmic vesicle	GO:0031410	2	1	Q8N441	FGRL1_HUMAN	FGRL1	HUMAN	fibroblast growth factor receptor like 1 [Source:HGNC Symbol;Acc:HGNC:3693]
ORTHOMCL5598	cytoplasmic vesicle	GO:0031410	2	1	P51151	RAB9A_HUMAN	RAB9A	HUMAN	RAB9A, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:9792]
ORTHOMCL5636	cytoplasmic vesicle	GO:0031410	2	1	Q495T6	MMEL1_HUMAN	MMEL1	HUMAN	membrane metalloendopeptidase like 1 [Source:HGNC Symbol;Acc:HGNC:14668]
ORTHOMCL5710	cytoplasmic vesicle	GO:0031410	2	1	P08133	ANXA6_HUMAN	ANXA6	HUMAN	annexin A6 [Source:HGNC Symbol;Acc:HGNC:544]
ORTHOMCL5859	cytoplasmic vesicle	GO:0031410	2	1	Q5ZLR1	WLS_CHICK	WLS	CHICK	none
ORTHOMCL5865	cytoplasmic vesicle	GO:0031410	2	1	Q10588	BST1_HUMAN	BST1	HUMAN	bone marrow stromal cell antigen 1 [Source:HGNC Symbol;Acc:HGNC:1118]
ORTHOMCL5964	cytoplasmic vesicle	GO:0031410	2	1	Q8TDW5	SYTL5_HUMAN	SYTL5	HUMAN	synaptotagmin like 5 [Source:HGNC Symbol;Acc:HGNC:15589]
ORTHOMCL5984	cytoplasmic vesicle	GO:0031410	2	1	F1RCP1	BECN1_DANRE	BECN1	DANRE	beclin 1, autophagy related [Source:ZFIN;Acc:ZDB-GENE-040426-1666]
ORTHOMCL6140	cytoplasmic vesicle	GO:0031410	2	1	P46531	NOTC1_HUMAN	NOTC1	HUMAN	notch 1 [Source:HGNC Symbol;Acc:HGNC:7881]
ORTHOMCL6373	cytoplasmic vesicle	GO:0031410	2	1	Q96L93	KI16B_HUMAN	KI16B	HUMAN	kinesin family member 16B [Source:HGNC Symbol;Acc:HGNC:15869]
ORTHOMCL6448	cytoplasmic vesicle	GO:0031410	2	1	Q9UDT6	CLIP2_HUMAN	CLIP2	HUMAN	CAP-Gly domain containing linker protein 2 [Source:HGNC Symbol;Acc:HGNC:2586]
ORTHOMCL6604	cytoplasmic vesicle	GO:0031410	2	1	Q8WUM4	PDC6I_HUMAN	PDC6I	HUMAN	programmed cell death 6 interacting protein [Source:HGNC Symbol;Acc:HGNC:8766]
ORTHOMCL6659	cytoplasmic vesicle	GO:0031410	2	1	Q96AX1	VP33A_HUMAN	VP33A	HUMAN	VPS33A, CORVET/HOPS core subunit [Source:HGNC Symbol;Acc:HGNC:18179]
ORTHOMCL6750	cytoplasmic vesicle	GO:0031410	2	1	P18519	TNR16_CHICK	TNR16	CHICK	Tumor necrosis factor receptor superfamily member 16  [Source:UniProtKB/Swiss-Prot;Acc:P18519]
ORTHOMCL7131	cytoplasmic vesicle	GO:0031410	2	1	Q6H9L7	ISM2_HUMAN	ISM2	HUMAN	isthmin 2 [Source:HGNC Symbol;Acc:HGNC:23176]
ORTHOMCL7262	cytoplasmic vesicle	GO:0031410	2	1	Q7T3A4	RAB13_DANRE	RAB13	DANRE	RAB13, member RAS oncogene family [Source:ZFIN;Acc:ZDB-GENE-030826-30]
ORTHOMCL7507	cytoplasmic vesicle	GO:0031410	2	1	Q9NR16	C163B_HUMAN	C163B	HUMAN	CD163 molecule like 1 [Source:HGNC Symbol;Acc:HGNC:30375]
ORTHOMCL7522	cytoplasmic vesicle	GO:0031410	2	1	B5DF27	LOXL2_RAT	LOXL2	RAT	none
ORTHOMCL7524	cytoplasmic vesicle	GO:0031410	2	1	O00461	GOLI4_HUMAN	GOLI4	HUMAN	golgi integral membrane protein 4 [Source:HGNC Symbol;Acc:HGNC:15448]
ORTHOMCL7585	cytoplasmic vesicle	GO:0031410	2	1	Q9H4I8	SEHL2_HUMAN	SEHL2	HUMAN	serine hydrolase like 2 [Source:HGNC Symbol;Acc:HGNC:29446]
ORTHOMCL7720	cytoplasmic vesicle	GO:0031410	2	1	O14964	HGS_HUMAN	HGS	HUMAN	hepatocyte growth factor-regulated tyrosine kinase substrate [Source:HGNC Symbol;Acc:HGNC:4897]
ORTHOMCL7830	cytoplasmic vesicle	GO:0031410	2	1	E1BLT8	ZDHC5_BOVIN	ZDHC5	BOVIN	zinc finger DHHC-type containing 5 [Source:VGNC Symbol;Acc:VGNC:37143]
ORTHOMCL8070	cytoplasmic vesicle	GO:0031410	2	1	Q54CH1	ADCA_DICDI	ADCA	DICDI	none
ORTHOMCL8234	cytoplasmic vesicle	GO:0031410	2	1	P00519	ABL1_HUMAN	ABL1	HUMAN	ABL proto-oncogene 1, non-receptor tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:76]
ORTHOMCL8492	cytoplasmic vesicle	GO:0031410	2	1	P43405	KSYK_HUMAN	KSYK	HUMAN	spleen associated tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:11491]
ORTHOMCL8524	cytoplasmic vesicle	GO:0031410	2	1	A4IIM3	SIN1_XENTR	SIN1	XENTR	none
ORTHOMCL8658	cytoplasmic vesicle	GO:0031410	2	1	Q14315	FLNC_HUMAN	FLNC	HUMAN	filamin C [Source:HGNC Symbol;Acc:HGNC:3756]
ORTHOMCL10972	early endosome	GO:0005769	3	1	O88307	SORL_MOUSE	SORL	MOUSE	none
ORTHOMCL11621	early endosome	GO:0005769	3	1	Q5T1M5	FKB15_HUMAN	FKB15	HUMAN	FK506 binding protein 15 [Source:HGNC Symbol;Acc:HGNC:23397]
ORTHOMCL11790	early endosome	GO:0005769	3	1	P10586	PTPRF_HUMAN	PTPRF	HUMAN	protein tyrosine phosphatase, receptor type F [Source:HGNC Symbol;Acc:HGNC:9670]
ORTHOMCL12283	early endosome	GO:0005769	3	1	P29274	AA2AR_HUMAN	AA2AR	HUMAN	adenosine A2a receptor [Source:HGNC Symbol;Acc:HGNC:263]
ORTHOMCL16076	early endosome	GO:0005769	3	1	P78357	CNTP1_HUMAN	CNTP1	HUMAN	contactin associated protein 1 [Source:HGNC Symbol;Acc:HGNC:8011]
ORTHOMCL16368	early endosome	GO:0005769	3	1	P0C5Y8	ALS2_RAT	ALS2	RAT	none
ORTHOMCL16531	early endosome	GO:0005769	3	1	Q29611	CLN3_CANLF	CLN3	CANLF	none
ORTHOMCL20491	early endosome	GO:0005769	3	1	Q641Q2	WAC2A_HUMAN	WAC2A	HUMAN	WASH complex subunit 2A [Source:HGNC Symbol;Acc:HGNC:23416]
ORTHOMCL2788	early endosome	GO:0005769	3	1	Q99961	SH3G1_HUMAN	SH3G1	HUMAN	SH3 domain containing GRB2 like 1, endophilin A2 [Source:HGNC Symbol;Acc:HGNC:10830]
ORTHOMCL3435	early endosome	GO:0005769	3	1	O43896	KIF1C_HUMAN	KIF1C	HUMAN	kinesin family member 1C [Source:HGNC Symbol;Acc:HGNC:6317]
ORTHOMCL5636	early endosome	GO:0005769	3	1	Q495T6	MMEL1_HUMAN	MMEL1	HUMAN	membrane metalloendopeptidase like 1 [Source:HGNC Symbol;Acc:HGNC:14668]
ORTHOMCL5859	early endosome	GO:0005769	3	1	Q5ZLR1	WLS_CHICK	WLS	CHICK	none
ORTHOMCL6373	early endosome	GO:0005769	3	1	Q96L93	KI16B_HUMAN	KI16B	HUMAN	kinesin family member 16B [Source:HGNC Symbol;Acc:HGNC:15869]
ORTHOMCL6659	early endosome	GO:0005769	3	1	Q96AX1	VP33A_HUMAN	VP33A	HUMAN	VPS33A, CORVET/HOPS core subunit [Source:HGNC Symbol;Acc:HGNC:18179]
ORTHOMCL7130	early endosome	GO:0005769	3	1	O18973	RABX5_BOVIN	RABX5	BOVIN	none
ORTHOMCL7720	early endosome	GO:0005769	3	1	O14964	HGS_HUMAN	HGS	HUMAN	hepatocyte growth factor-regulated tyrosine kinase substrate [Source:HGNC Symbol;Acc:HGNC:4897]
ORTHOMCL8494	early endosome	GO:0005769	3	1	Q01484	ANK2_HUMAN	ANK2	HUMAN	ankyrin 2 [Source:HGNC Symbol;Acc:HGNC:493]
ORTHOMCL9492	early endosome	GO:0005769	3	1	O60462	NRP2_HUMAN	NRP2	HUMAN	neuropilin 2 [Source:HGNC Symbol;Acc:HGNC:8005]
ORTHOMCL10323	endosomal part	GO:0010008;GO:0044440	4	1	Q6NYE2	RCC2_DANRE	RCC2	DANRE	regulator of chromosome condensation 2 [Source:ZFIN;Acc:ZDB-GENE-040426-2213]
ORTHOMCL11790	endosomal part	GO:0010008;GO:0044440	4	1	P10586	PTPRF_HUMAN	PTPRF	HUMAN	protein tyrosine phosphatase, receptor type F [Source:HGNC Symbol;Acc:HGNC:9670]
ORTHOMCL12059	endosomal part	GO:0010008;GO:0044440	4	1	Q7Z3C6	ATG9A_HUMAN	ATG9A	HUMAN	autophagy related 9A [Source:HGNC Symbol;Acc:HGNC:22408]
ORTHOMCL13329	endosomal part	GO:0010008;GO:0044440	4	1	Q6UXG2	K1324_HUMAN	K1324	HUMAN	KIAA1324 [Source:HGNC Symbol;Acc:HGNC:29618]
ORTHOMCL14614	endosomal part	GO:0010008;GO:0044440	4	1	O57460	TLL1_DANRE	TLL1	DANRE	tolloid-like 1 [Source:ZFIN;Acc:ZDB-GENE-041020-1]
ORTHOMCL1772	endosomal part	GO:0010008;GO:0044440	4	1	Q92597	NDRG1_HUMAN	NDRG1	HUMAN	N-myc downstream regulated 1 [Source:HGNC Symbol;Acc:HGNC:7679]
ORTHOMCL1830	endosomal part	GO:0010008;GO:0044440	4	1	P0C0T0	LITAF_RAT	LITAF	RAT	none
ORTHOMCL19159	endosomal part	GO:0010008;GO:0044440	4	1	Q62052	P_MOUSE	P	MOUSE	none
ORTHOMCL20491	endosomal part	GO:0010008;GO:0044440	4	1	Q641Q2	WAC2A_HUMAN	WAC2A	HUMAN	WASH complex subunit 2A [Source:HGNC Symbol;Acc:HGNC:23416]
ORTHOMCL2452	endosomal part	GO:0010008;GO:0044440	4	1	P58200	VTI1B_RAT	VTI1B	RAT	none
ORTHOMCL2788	endosomal part	GO:0010008;GO:0044440	4	1	Q99961	SH3G1_HUMAN	SH3G1	HUMAN	SH3 domain containing GRB2 like 1, endophilin A2 [Source:HGNC Symbol;Acc:HGNC:10830]
ORTHOMCL3435	endosomal part	GO:0010008;GO:0044440	4	1	O43896	KIF1C_HUMAN	KIF1C	HUMAN	kinesin family member 1C [Source:HGNC Symbol;Acc:HGNC:6317]
ORTHOMCL5490	endosomal part	GO:0010008;GO:0044440	4	1	Q12955	ANK3_HUMAN	ANK3	HUMAN	ankyrin 3 [Source:HGNC Symbol;Acc:HGNC:494]
ORTHOMCL5598	endosomal part	GO:0010008;GO:0044440	4	1	P51151	RAB9A_HUMAN	RAB9A	HUMAN	RAB9A, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:9792]
ORTHOMCL5623	endosomal part	GO:0010008;GO:0044440	4	1	Q9H0R1	AP5M1_HUMAN	AP5M1	HUMAN	adaptor related protein complex 5 mu 1 subunit [Source:HGNC Symbol;Acc:HGNC:20192]
ORTHOMCL5710	endosomal part	GO:0010008;GO:0044440	4	1	P08133	ANXA6_HUMAN	ANXA6	HUMAN	annexin A6 [Source:HGNC Symbol;Acc:HGNC:544]
ORTHOMCL5859	endosomal part	GO:0010008;GO:0044440	4	1	Q5ZLR1	WLS_CHICK	WLS	CHICK	none
ORTHOMCL5984	endosomal part	GO:0010008;GO:0044440	4	1	F1RCP1	BECN1_DANRE	BECN1	DANRE	beclin 1, autophagy related [Source:ZFIN;Acc:ZDB-GENE-040426-1666]
ORTHOMCL6373	endosomal part	GO:0010008;GO:0044440	4	1	Q96L93	KI16B_HUMAN	KI16B	HUMAN	kinesin family member 16B [Source:HGNC Symbol;Acc:HGNC:15869]
ORTHOMCL6659	endosomal part	GO:0010008;GO:0044440	4	1	Q96AX1	VP33A_HUMAN	VP33A	HUMAN	VPS33A, CORVET/HOPS core subunit [Source:HGNC Symbol;Acc:HGNC:18179]
ORTHOMCL7262	endosomal part	GO:0010008;GO:0044440	4	1	Q7T3A4	RAB13_DANRE	RAB13	DANRE	RAB13, member RAS oncogene family [Source:ZFIN;Acc:ZDB-GENE-030826-30]
ORTHOMCL7286	endosomal part	GO:0010008;GO:0044440	4	1	O43318	M3K7_HUMAN	M3K7	HUMAN	mitogen-activated protein kinase kinase kinase 7 [Source:HGNC Symbol;Acc:HGNC:6859]
